person_id,display_last_comma_first,display_first_last,rosterstatus,from_year,to_year,playercode,games_played_flag,position,draft_year,draft_round,draft_num,birth_date,height_feet,height_inches,height,weight,season_exp,jersey,school,country,last_affiliation
1863,"Boykins, Earl",Earl Boykins,f,1998,2011,earl_boykins,Y,Guard,,,,,5,5,5.4,133,13,6,Eastern Michigan,USA,Eastern Michigan/USA
77031,"Hirsch, Mel",Mel Hirsch,f,1946,1946,HISTADD_mel_hirsch,Y,Guard,,,,,5,6,5.5,165,0,3,Brooklyn,USA,Brooklyn College/USA
24,"Jennings, Keith",Keith Jennings,f,1992,1994,keith_jennings,Y,Guard,,,,,5,7,5.6,160,2,2,East Tennessee State,USA,East Tennessee State/USA
285,"Grant, Greg",Greg Grant,f,1989,1995,greg_grant,Y,Guard,1989,2,,,5,7,5.6,140,5,9,College of New Jersey,USA,Morris Brown; Trenton State/USA
77284,"Klotz, Herm",Herm Klotz,f,1947,1947,HISTADD_red_klotz,Y,Guard,,,,,5,7,5.6,150,0,,Villanova,USA,Villanova/USA
77613,"Misaka, Wat",Wat Misaka,f,1947,1947,HISTADD_wat_misaka,Y,Guard,1947,,,,5,7,5.6,150,0,15,Utah,USA,Utah/USA
78361,"Towe, Monte",Monte Towe,f,1976,1976,HISTADD_monte_towe,Y,Guard,1975,4,,,5,7,5.6,150,0,13,North Carolina State,USA,North Carolina State/USA
76471,"Criss, Charlie",Charlie Criss,f,1977,1984,HISTADD_charlie_criss,Y,Guard,,,,,5,8,5.7,165,7,14,New Mexico State,USA,New Mexico JC; New Mexico State/USA
77471,"Martin, Donald",Donald Martin,f,1946,1947,HISTADD_dino_martin,Y,Guard,,,,,5,8,5.7,160,1,,Georgetown,USA,Georgetown/USA
78219,"Somerset, Willie",Willie Somerset,f,1965,1965,HISTADD_willie_somerset,Y,Guard,1965,7,,,5,8,5.7,170,0,24,Duquesne,USA,Duquesne/USA
149,"Adams, Michael",Michael Adams,f,1985,1995,michael_adams,Y,Guard,1985,3,,,5,10,5.8,165,10,23,Boston College,USA,Boston College/USA
721,"Edney, Tyus",Tyus Edney,f,1995,2000,tyus_edney,Y,Guard,1995,2,,,5,10,5.8,166,3,2,UCLA,USA,UCLA/USA
757,"Stoudamire, Damon",Damon Stoudamire,f,1995,2007,damon_stoudamire,Y,Guard,1995,1,,,5,10,5.8,171,13,3,Arizona,USA,Arizona/USA
1010,"Woods, Randy",Randy Woods,f,1992,1995,randy_woods,Y,Guard,1992,1,,,5,10,5.8,185,3,10,La Salle,USA,La Salle/USA
1510,"Knight, Brevin",Brevin Knight,f,1997,2008,brevin_knight,Y,Guard,1997,1,,,5,10,5.8,166,12,2,Stanford,USA,Stanford/USA
1612,"Garner, Chris",Chris Garner,f,1997,2000,chris_garner,Y,Guard,,,,,5,10,5.8,156,2,2,Memphis,USA,Memphis/USA
2064,"El-Amin, Khalid",Khalid El-Amin,f,2000,2002,khalid_el-amin,Y,Guard,2000,2,,,5,10,5.8,200,1,11,Connecticut,USA,Connecticut ''01/USA
76071,"Aubuchon, Chet",Chet Aubuchon,f,1946,1946,HISTADD_chet_aubuchon,Y,Guard,,,,,5,10,5.8,137,0,,Michigan State,USA,Michigan State/USA
76126,"Baumholtz, Frankie",Frankie Baumholtz,f,1946,1946,HISTADD_frankie_baumholtz,Y,Guard,,,,,5,10,5.8,170,0,,Ohio,USA,Ohio U./USA
76131,"Beard, Ralph",Ralph Beard,f,1949,1950,HISTADD_ralph_beard,Y,Guard,1949,2,,,5,10,5.8,175,1,,Kentucky,USA,Kentucky/USA
76335,"Calverley, Ernie",Ernie Calverley,f,1946,1948,HISTADD_ernie_calverley,Y,Guard,,,,,5,10,5.8,145,2,,Rhode Island,USA,Rhode Island/USA
76340,"Carl, Howie",Howie Carl,f,1961,1961,HISTADD_howie_carl,Y,Guard,1961,5,,,5,9,5.8,160,0,10,DePaul,USA,Illinois; DePaul/USA
76438,"Cook, Bobby",Bobby Cook,f,1949,1949,HISTADD_cookie_cook,Y,Guard,1948,,,,5,10,5.8,155,0,,Wisconsin,USA,Wisconsin/USA
76511,"Darrow, Jimmy",Jimmy Darrow,f,1961,1961,HISTADD_jimmy_darrow,Y,Guard,1960,5,,,5,10,5.8,170,0, ,Bowling Green,USA,Bowling Green State/USA
76738,"Forman, Donnie",Donnie Forman,f,1948,1948,HISTADD_donnie_forman,Y,Guard,,,,,5,10,5.8,175,0,22,New York University,USA,N.Y.U./USA
76967,"Hassett, Billy",Billy Hassett,f,1949,1950,HISTADD_billy_hassett,Y,Guard,,,,,5,10,5.8,180,1,,Notre Dame,USA,Georgetown; Notre Dame/USA
77011,"Hertzberg, Sidney",Sidney Hertzberg,f,1946,1950,HISTADD_sonny_hertzberg,Y,Guard,,,,,5,10,5.8,175,4,4,City College of New York,USA,CCNY/USA
77035,"Hoefer, Adolph",Adolph Hoefer,f,1946,1947,HISTADD_charlie_hoefer,Y,Guard,,,,,5,9,5.8,158,1,3,Queens (NY),USA,Queens College/USA
77050,"Holzman, Red",Red Holzman,f,1948,1953,HISTADD_red_holzman,Y,Guard,,,,,5,10,5.8,175,5,10,City College of New York,USA,Baltimore; CCNY/USA
77077,"Hughes, Eddie",Eddie Hughes,f,1987,1989,HISTADD_eddie_hughes,Y,Guard,1982,7,,,5,10,5.8,165,2,1,Colorado State,USA,Colorado State/USA
77098,"Iuzzolino, Mike",Mike Iuzzolino,f,1991,1992,HISTADD_mike_iuzzolino,Y,Guard,1991,2,,,5,10,5.8,175,1,13,Saint Francis (PA),USA,Penn State; St. Francis (PA)/USA
77222,"Kappen, Tony",Tony Kappen,f,1946,1946,HISTADD_tony_kappen,Y,Guard,,,,,5,10,5.8,165,0,,,USA,No College/USA
77447,"Malamed, Lionel",Lionel Malamed,f,1948,1948,HISTADD_lionel_malamed,Y,Guard,,,,,5,9,5.8,150,0,,City College of New York,USA,CCNY/USA
77453,"Mangiapane, Frank",Frank Mangiapane,f,1946,1946,HISTADD_frank_mangiapane,Y,Guard,,,,,5,10,5.8,195,0,5,New York University,USA,N.Y.U./USA
77480,"Martin, Slater",Slater Martin,f,1949,1959,HISTADD_slater_martin,Y,Guard,,,,,5,10,5.8,170,10,22,Texas,USA,Texas/USA
77482,"Masino, Al",Al Masino,f,1952,1953,HISTADD_al_masino,Y,Guard,,,,,5,10,5.8,174,1,12,Canisius,USA,Canisius/USA
77514,"McConnell, Paul",Paul McConnell,f,1952,1952,HISTADD_bucky_mcconnell,Y,Guard,,,,,5,10,5.8,170,0, ,Marshall,USA,Marshall/USA
77669,"Murphy, Calvin",Calvin Murphy,f,1970,1982,HISTADD_calvin_murphy,Y,Guard,1970,2,,,5,9,5.8,165,12,23,Niagara,USA,Niagara/USA
77677,"Musi, Angelo",Angelo Musi,f,1946,1948,HISTADD_angelo_musi,Y,Guard,,,,,5,9,5.8,145,2,5,Temple,USA,Temple/USA
78001,"Rock, Gene",Gene Rock,f,1947,1947,HISTADD_gene_rock,Y,Guard,,,,,5,9,5.8,155,0,,Southern California,USA,USC/USA
78017,"Rosenberg, Alexander",Alexander Rosenberg,f,1946,1946,HISTADD_petey_rosenberg,Y,Guard,,,,,5,10,5.8,165,0,15,Saint Joseph's,USA,St. Joseph's (PA)/USA
78024,"Rottner, Mickey",Mickey Rottner,f,1946,1947,HISTADD_mickey_rottner,Y,Guard,,,,,5,10,5.8,180,1,,Loyola-Chicago,USA,Loyola (Chicago)/USA
78033,"Royer, Bob",Bob Royer,f,1949,1949,HISTADD_bob_royer,Y,Guard,1949,8,,,5,10,5.8,155,0,,Indiana State,USA,Kansas City CC KS; Indiana State/USA
78043,"Rullo, Jerry",Jerry Rullo,f,1946,1949,HISTADD_jerry_rullo,Y,Guard,,,,,5,10,5.8,165,3,7,Temple,USA,Temple/USA
78051,"Sailors, Kenny",Kenny Sailors,f,1946,1950,HISTADD_kenny_sailors,Y,Guard,,,,,5,10,5.8,175,4,,Wyoming,USA,Wyoming/USA
78112,"Seltz, Rollie",Rollie Seltz,f,1949,1949,HISTADD_rollie_seltz,Y,Guard,,,,,5,10,5.8,165,0,,Hamline,USA,Hamline/USA
78163,"Sinicola, Zeke",Zeke Sinicola,f,1951,1953,HISTADD_zeke_sinicola,Y,Guard,1951,1,,,5,10,5.8,165,1,5,Niagara,USA,Niagara/USA
78276,"Stutz, Stan",Stan Stutz,f,1946,1948,HISTADD_stan_stutz,Y,Guard,,,,,5,10,5.8,170,2,,Rhode Island,USA,Rhode Island/USA
78287,"Sydnor, Wallace",Wallace Sydnor,f,1946,1946,HISTADD_buck_sydnor,Y,Guard,,,,,5,10,5.8,175,0,,Western Kentucky,USA,Western Kentucky/USA
78521,"Wier, Murray",Murray Wier,f,1949,1949,HISTADD_murray_wier,Y,Guard,1948,,,,5,9,5.8,155,0,17,Iowa,USA,Iowa/USA
78612,"Wood, Bob",Bob Wood,f,1949,1949,HISTADD_bob_wood,Y,Guard,,,,,5,10,5.8,,0,,Northern Illinois,USA,Northern Illinois/USA
202738,"Thomas, Isaiah",Isaiah Thomas,t,2011,2018,isaiah_thomas,Y,Guard,2011,2,,,5,9,5.8,185,7,4,Washington,USA,Washington/USA
1627755,"Ulis, Tyler",Tyler Ulis,f,2016,2017,tyler_ulis,Y,Guard,2016,2,,,5,10,5.8,160,2,8,Kentucky,USA,Kentucky/USA
1627770,"Felder, Kay",Kay Felder,t,2016,2018,kay_felder,Y,Guard,2016,2,,,5,9,5.8,176,2,22,Oakland,USA,Oakland University (MI)/USA
210,"Brandon, Terrell",Terrell Brandon,f,1991,2002,terrell_brandon,Y,Guard,1991,1,,,5,11,5.9,173,11,7,Oregon,USA,Oregon ''91/USA
344,"Barros, Dana",Dana Barros,f,1989,2003,dana_barros,Y,Guard,1989,1,,,5,11,5.9,165,14,,Boston College,USA,Boston College ''89/USA
418,"Brooks, Scott",Scott Brooks,f,1988,1997,scott_brooks,Y,Guard,,,,,5,11,5.9,165,9,2,California-Irvine,USA,Texas Christian; San Joaquin Delta Coll. CA (J.C.)
422,"Johnson, Avery",Avery Johnson,f,1988,2003,avery_johnson,Y,Guard,,,,,5,11,5.9,185,16,6,Southern,USA,Southern University '88/USA
696,"Best, Travis",Travis Best,f,1995,2004,travis_best,Y,Guard,1995,1,,,5,11,5.9,182,10,6,Georgia Tech,USA,Georgia Tech/USA
1088,"Atkins, Chucky",Chucky Atkins,f,1999,2009,chucky_atkins,Y,Guard,,,,,5,11,5.9,185,11,17,South Florida,USA,South Florida/USA
2049,"Claxton, Speedy",Speedy Claxton,f,2001,2008,speedy_claxton,Y,Guard,2000,1,,,5,11,5.9,170,7,12,Hofstra,USA,Hofstra/USA
2352,"Oliver, Dean",Dean Oliver,f,2001,2002,dean_oliver,Y,Guard,,,,,5,11,5.9,175,1,2,Iowa,USA,Iowa ''01/USA
76042,"Anderson, Michael",Michael Anderson,f,1988,1988,HISTADD_michael_anderson,Y,Guard,1988,3,,,5,11,5.9,184,0,10,Drexel,USA,Drexel/USA
76060,"Armstrong, Paul",Paul Armstrong,f,1948,1950,HISTADD_curly_armstrong,Y,Guard,,,,,5,11,5.9,170,2,3,Indiana,USA,Indiana/USA
76155,"Berce, Gene",Gene Berce,f,1949,1949,HISTADD_gene_berce,Y,Guard,1948,,,,5,11,5.9,175,0, ,Marquette,USA,Cornell; Marquette/USA
76159,"Beshore, Del",Del Beshore,f,1978,1979,HISTADD_del_beshore,Y,Guard,,,,,5,11,5.9,165,1,1,California (PA),USA,California (PA)/USA
76161,"Biasatti, Hank",Hank Biasatti,f,1946,1946,HISTADD_hank_biasatti,Y,Guard,1947,,,,5,11,5.9,175,0,,Long Island-Brooklyn,USA,Assumption/USA
76373,"Cervi, Al",Al Cervi,f,1949,1952,HISTADD_al_cervi,Y,Guard,,,,,5,11,5.9,170,3,15,,USA,No College/USA
76586,"Donovan, Billy",Billy Donovan,f,1987,1987,HISTADD_billy_donovan,Y,Guard,1987,3,,,5,11,5.9,171,0,1,Providence,USA,Providence/USA
76768,"Gabor, Billy",Billy Gabor,f,1949,1954,HISTADD_billy_gabor,Y,Guard,1948,,,,5,11,5.9,170,5,7,Syracuse,USA,Syracuse/USA
76808,"Gibson, Dee",Dee Gibson,f,1949,1949,HISTADD_gibby_gibson,Y,Guard,1948,,,,5,11,5.9,175,0,18,Western Kentucky,USA,Western Kentucky/USA
76836,"Gottlieb, Leo",Leo Gottlieb,f,1946,1947,HISTADD_ace_gottlieb,Y,Guard,,,,,5,11,5.9,180,1,9,,USA,No College/USA
76837,"Govedarica, Bato",Bato Govedarica,f,1953,1953,HISTADD_bato_govedarica,Y,Guard,1951,3,,,5,11,5.9,185,0,14,DePaul,USA,DePaul/USA
76894,"Groat, Dick",Dick Groat,f,1952,1952,HISTADD_dick_groat,Y,Guard,1952,1,,,5,11,5.9,180,0,5,Duke,USA,Duke/USA
77016,"Hickey, Matthew",Matthew Hickey,f,1947,1947,HISTADD_nat_hickey,Y,Guard,,,,,5,11,5.9,180,0,,,USA,No College/USA
77125,"Jeannette, Buddy",Buddy Jeannette,f,1947,1949,HISTADD_buddy_jeannette,Y,Guard,,,,,5,11,5.9,175,2,,Washington & Jefferson,USA,Washington & Jefferson/USA
77139,"Johnson, David",David Johnson,f,1949,1952,HISTADD_boag_johnson,Y,Guard,,,,,5,11,5.9,170,3,5,Huntington,USA,Huntington College/USA
77225,"Kasid, Ed",Ed Kasid,f,1946,1946,HISTADD_ed_kasid,Y,Guard,,,,,5,11,5.9,185,0,,,USA,No College/USA
77228,"Kautz, Wilbert",Wilbert Kautz,f,1946,1946,HISTADD_wibs_kautz,Y,Guard,,,,,5,11,5.9,180,0,,Loyola-Chicago,USA,Loyola (Chicago)/USA
77231,"Kearns, Tommy",Tommy Kearns,f,1958,1958,HISTADD_tommy_kearns,Y,Guard,1958,4,,,5,11,5.9,185,0,3,North Carolina,USA,North Carolina/USA
77245,"Kennedy, William",William Kennedy,f,1960,1960,HISTADD_pickles_kennedy,Y,Guard,1960,2,,,5,11,5.9,180,0,34,Temple,USA,Temple/USA
77261,"Kimbrough, Stan",Stan Kimbrough,f,1989,1992,HISTADD_stan_kimbrough,Y,Forward,,,,,5,11,5.9,153,1,21,Xavier,USA,Central Florida; Xavier (Ohio)/USA
77317,"Kubiak, Leo",Leo Kubiak,f,1949,1949,HISTADD_leo_kubiak,Y,Guard,1948,,,,5,11,5.9,160,0,,Bowling Green,USA,Bowling Green State/USA
77352,"Lear, Hal",Hal Lear,f,1956,1956,HISTADD_king_lear,Y,Guard,1956,1,,,5,11,5.9,163,0,16,Temple,USA,Temple/USA
77372,"Les, Jim",Jim Les,f,1988,1994,HISTADD_jim_les,Y,Guard,1986,3,,,5,11,5.9,165,6,14,Bradley,USA,Cleveland State; Bradley/USA
77462,"Mariaschin, Saul",Saul Mariaschin,f,1947,1947,HISTADD_saul_mariaschin,Y,Guard,1947,,,,5,11,5.9,165,0,4,Harvard,USA,Bloomsburg; Syracuse; Harvard/USA
77503,"McCarron, Mike",Mike McCarron,f,1946,1949,HISTADD_mike_mccarron,Y,Guard,,,,,5,11,5.9,180,1,,Seton Hall,USA,Seton Hall/USA
77665,"Munroe, George",George Munroe,f,1946,1947,HISTADD_george_munroe,Y,Guard,,,,,5,11,5.9,170,1,6,Dartmouth,USA,Columbia; Dartmouth/USA
77690,"Nathan, Howard",Howard Nathan,f,1995,1995,HISTADD_howard_nathan,Y,Guard,,,,,5,11,5.9,175,0,14,Louisiana-Monroe,USA,Louisiana-Monroe/USA
77750,"O'Grady, Francis",Francis O'Grady,f,1946,1948,HISTADD_buddy_o'grady,Y,Guard,,,,,5,11,5.9,160,2,,Georgetown,USA,Georgetown/USA
77764,"Ollrich, Gene",Gene Ollrich,f,1949,1949,HISTADD_moe_ollrich,Y,Guard,,,,,5,11,5.9,160,0,,Drake,USA,Drake/USA
77938,"Reiser, Joseph",Joseph Reiser,f,1947,1949,HISTADD_chick_reiser,Y,Guard,1947,,,,5,11,5.9,165,2,,New York University,USA,Pratt Institute; N.Y.U./USA
77958,"Riebe, Mel",Mel Riebe,f,1946,1948,HISTADD_mouse_riebe,Y,Guard,,,,,5,11,5.9,180,2,,Wooster,USA,Wooster/USA
78094,"Scolari, Freddie",Freddie Scolari,f,1946,1954,HISTADD_freddie_scolari,Y,Guard,,,,,5,11,5.9,180,8,24,San Francisco,USA,San Francisco/USA
78118,"Shaback, Nick",Nick Shaback,f,1946,1946,HISTADD_nick_shaback,Y,Guard,,,,,5,11,5.9,180,0,,,USA,No College/USA
78123,"Shannon, Earl",Earl Shannon,f,1946,1948,HISTADD_earl_shannon,Y,Guard,,,,,5,11,5.9,170,2,,Rhode Island,USA,Rhode Island/USA
78169,"Skoog, Whitey",Whitey Skoog,f,1951,1956,HISTADD_whitey_skoog,Y,Guard,1951,,,,5,11,5.9,180,5,20,Minnesota,USA,Minnesota/USA
78204,"Smith, Robert",Robert Smith,f,1977,1984,HISTADD_robert_smith,Y,Guard,1977,3,,,5,11,5.9,165,6,10,Nevada-Las Vegas,USA,Arizona Western Coll. (J.C.); Nevada-Las Vegas/USA
78377,"Turner, Andre",Andre Turner,f,1986,1991,HISTADD_andre_turner,Y,Guard,1986,3,,,5,11,5.9,160,5,1,Memphis,USA,Memphis/USA
78426,"Wade, Mark",Mark Wade,f,1987,1989,HISTADD_mark_wade,Y,Guard,,,,,5,11,5.9,160,1,10,Nevada-Las Vegas,USA,El Camino Coll. CA (J.C.); Oklahoma; Nevada-Las Ve
78448,"Walthour, Rabbit",Rabbit Walthour,f,1953,1953,HISTADD_rabbit_walthour,Y,Guard,,,,,5,11,5.9,163,0, ,,USA,No College/USA
78469,"Washington, Bobby",Bobby Washington,f,1970,1971,HISTADD_bobby_washington,Y,Guard,,,,,5,11,5.9,175,1,17,Eastern Kentucky,USA,Eastern Kentucky/USA
78494,"Wertis, Ray",Ray Wertis,f,1946,1947,HISTADD_ray_wertis,Y,Guard,,,,,5,11,5.9,,1,,St. John's (NY),USA,St. John's (N.Y.)/USA
200817,"Jeter, Pooh",Pooh Jeter,f,2010,2010,pooh_jeter,Y,Guard,,,,,5,11,5.9,175,1,5,Portland,USA,Portland/USA
201951,"Lawson, Ty",Ty Lawson,t,2009,2018,ty_lawson,Y,Guard,2009,1,,,5,11,5.9,195,9,4,North Carolina,USA,North Carolina/USA
202622,"Fortson, Courtney",Courtney Fortson,f,2011,2011,courtney_fortson,Y,Guard,,,,,5,11,5.9,185,1,9,Arkansas,USA,Arkansas/USA
203006,"Akognon, Josh",Josh Akognon,f,2012,2012,josh_akognon,Y,Guard,,,,,5,11,5.9,185,1,10,Cal State-Fullerton,USA,Cal State-Fullerton/USA
203499,"Larkin, Shane",Shane Larkin,t,2013,2018,shane_larkin,Y,Guard,2013,1,,,5,11,5.9,175,4,8,Miami (FL),USA,Miami (Fla.)/USA
204065,"Stockton, David",David Stockton,t,2014,2018,david_stockton,Y,Guard,,,,,5,11,5.9,165,2,5,Gonzaga,USA,Gonzaga/USA
1628412,"Mason, Frank",Frank Mason,t,2017,2018,frank_mason,Y,Guard,2017,2,,,5,11,5.9,190,1,10,Kansas,USA,Kansas/USA
43,"Whitney, Chris",Chris Whitney,f,1993,2003,chris_whitney,Y,Guard,1993,2,,,6,0,6,175,11,12,Clemson,USA,Clemson ''93/USA
310,"Hurley, Bobby",Bobby Hurley,f,1993,1997,bobby_hurley,Y,Guard,1993,1,,,6,0,6,165,4,12,Duke,USA,Duke/USA
899,"Price, Mark",Mark Price,f,1986,1997,mark_price,Y,Guard,1986,2,,,6,0,6,180,11,25,Georgia Tech,USA,Georgia Tech/USA
947,"Iverson, Allen",Allen Iverson,f,1996,2009,allen_iverson,Y,Guard,1996,1,,,6,0,6,165,14,3,Georgetown,USA,Georgetown/USA
1539,"Shammgod, God",God Shammgod,f,1997,1997,god_shammgod,Y,Guard,1997,2,,,6,0,6,169,0,2,Providence,USA,Providence/USA
1545,"Wheat, DeJuan",DeJuan Wheat,f,1997,1998,dejuan_wheat,Y,Guard,1997,2,,,6,0,6,165,1,6,Louisville,USA,Louisville/USA
1731,"Lue, Tyronn",Tyronn Lue,f,1998,2008,tyronn_lue,Y,Guard,1998,1,,,6,0,6,175,11,10,Nebraska,USA,Nebraska/USA
1806,"Blackwell, James",James Blackwell,f,1994,1994,james_blackwell,Y,Guard,,,,,6,0,6,190,0,8,Dartmouth,USA,Dartmouth/USA
2173,"Colson, Sean",Sean Colson,f,2000,2002,sean_colson,Y,Guard,,,,,6,0,6,175,1,3,North Carolina-Charlotte,USA,North Carolina-Charlotte ''98/USA
2343,"Crispin, Joe",Joe Crispin,f,2001,2001,joe_crispin,Y,Guard,,,,,6,0,6,185,1,11,Penn State,USA,Penn State/USA
2424,"Dickau, Dan",Dan Dickau,f,2002,2007,dan_dickau,Y,Guard,2002,1,,,6,0,6,180,6,10,Gonzaga,USA,Gonzaga/USA
2749,"Nelson, Jameer",Jameer Nelson,t,2004,2018,jameer_nelson,Y,Guard,2004,1,,,6,0,6,190,14,41,Saint Joseph's,USA,Saint Joseph's/USA
2763,"Chalmers, Lionel",Lionel Chalmers,f,2004,2004,lionel_chalmers,Y,Guard,2004,2,,,6,0,6,180,1,0,Xavier,USA,Xavier (Ohio)/USA
2766,"Burks, Antonio",Antonio Burks,f,2004,2005,antonio_burks,Y,Guard,2004,2,,,6,0,6,195,1,1,Memphis,USA,Memphis/USA
76008,"Ackerman, Donald",Donald Ackerman,f,1953,1953,HISTADD_buddy_ackerman,Y,Guard,1953,2,,,6,0,6,183,0, ,Long Island-Brooklyn,USA,Long Island University/USA
76073,"Austin, John",John Austin,f,1966,1966,HISTADD_johnny_austin,Y,Guard,1966,4,,,6,0,6,170,0,34,Boston College,USA,Boston College/USA
76082,"Bagley, John",John Bagley,f,1982,1993,HISTADD_john_bagley,Y,Guard,1982,1,,,6,0,6,185,10,5,Boston College,USA,Boston College/USA
76089,"Baker, Norm",Norm Baker,f,1946,1946,HISTADD_norm_baker,Y,Guard,,,,,6,0,6,180,0,,,USA,No College/USA
76143,"Bell, William",William Bell,f,1959,1960,HISTADD_whitey_bell,Y,Guard,,,,,6,0,6,180,1,15,North Carolina State,USA,North Carolina State/USA
76148,"Bennett, Tony",Tony Bennett,f,1992,1994,HISTADD_tony_bennett,Y,Guard,1992,2,,,6,0,6,175,2,25,Green Bay,USA,Wis.-Green Bay/USA
76190,"Bobb, Nelson",Nelson Bobb,f,1949,1952,HISTADD_nelson_bobb,Y,Guard,1949,3,,,6,0,6,170,3,5,Temple,USA,Temple/USA
76275,"Brown, Harold",Harold Brown,f,1946,1946,HISTADD_brownie_brown,Y,Guard,,,,,6,0,6,155,0,,Evansville,USA,Evansville/USA
76301,"Bunt, Dick",Dick Bunt,f,1952,1952,HISTADD_dick_bunt,Y,Guard,1952,,,,6,0,6,170,0,,New York University,USA,N.Y.U./USA
76336,"Calvin, Mack",Mack Calvin,f,1976,1980,HISTADD_mack_calvin,Y,Guard,1969,14,,,6,0,6,165,3,21,Southern California,USA,Long Beach City Coll. CA (J.C.); USC/USA
76344,"Carlson, Don",Don Carlson,f,1946,1950,HISTADD_swede_carlson,Y,Guard,,,,,6,0,6,170,3,,Minnesota,USA,Minnesota/USA
76450,"Corchiani, Chris",Chris Corchiani,f,1991,1993,HISTADD_chris_corchiani,Y,Guard,1991,2,,,6,0,6,185,2,12,North Carolina State,USA,North Carolina State/USA
76452,"Corley, Ray",Ray Corley,f,1949,1952,HISTADD_ray_corley,Y,Guard,1949,5,,,6,0,6,180,2,4,Georgetown,USA,Notre Dame; Georgetown/USA
76489,"Cure, Armand",Armand Cure,f,1946,1946,HISTADD_armand_cure,Y,Forward,,,,,6,0,6,198,0,,Rhode Island,USA,Rhode Island/USA
76492,"Curran, Fran",Fran Curran,f,1948,1949,HISTADD_fran_curran,Y,Guard,,,,,6,0,6,175,1,15,Notre Dame,USA,Notre Dame/USA
76499,"Dampier, Lou",Lou Dampier,f,1976,1978,HISTADD_lou_dampier,Y,Guard,1967,4,,,6,0,6,170,2,,Kentucky,USA,Kentucky/USA
76559,"Derline, Rod",Rod Derline,f,1974,1975,HISTADD_rod_derline,Y,Guard,1974,10,,,6,0,6,175,1,25,Seattle,USA,Seattle/USA
76568,"DiGregorio, Ernie",Ernie DiGregorio,f,1973,1977,HISTADD_ernie_digregorio,Y,Guard,1973,1,,,6,0,6,180,4,7,Providence,USA,Providence/USA
76581,"Dolhon, Joe",Joe Dolhon,f,1949,1950,HISTADD_joe_dolhon,Y,Guard,,,,,6,0,6,175,1,,New York University,USA,N.Y.U./USA
76647,"Egan, Johnny",Johnny Egan,f,1961,1971,HISTADD_johnny_egan,Y,Guard,1961,2,,,6,0,6,180,10,21,Providence,USA,Providence/USA
76648,"Eggleston, Lonnie",Lonnie Eggleston,f,1948,1948,HISTADD_lonnie_eggleston,Y,Guard,,,,,6,0,6,170,0,,Oklahoma State,USA,Oklahoma State/USA
76705,"Fendley, Jake",Jake Fendley,f,1951,1952,HISTADD_jake_fendley,Y,Guard,1951,3,,,6,0,6,180,1,6,Northwestern,USA,Northwestern/USA
76749,"Frankel, Nat",Nat Frankel,f,1946,1946,HISTADD_nat_frankel,Y,Forward,,,,,6,0,6,195,0,,Brooklyn,USA,Brooklyn College/USA
76763,"Fuetsch, Herm",Herm Fuetsch,f,1947,1947,HISTADD_dutch_fuetsch,Y,Guard,,,,,6,0,6,170,0,,,USA,No College/USA
76780,"Garfinkel, Jack",Jack Garfinkel,f,1946,1948,HISTADD_dutch_garfinkel,Y,Guard,,,,,6,0,6,190,2,21,St. John's (NY),USA,St. John's (N.Y.)/USA
76794,"Gates, Frank",Frank Gates,f,1949,1949,HISTADD_needle_gates,Y,Guard,,,,,6,0,6,160,0,,Sam Houston State,USA,Sam Houston State/USA
76874,"Green, Rickey",Rickey Green,f,1977,1991,HISTADD_rickey_green,Y,Guard,1977,1,,,6,0,6,170,13,13,Michigan,USA,Vincennes IN (J.C.); Michigan/USA
76913,"Hagan, Glenn",Glenn Hagan,f,1981,1981,HISTADD_glenn_hagan,Y,Guard,1978,2,,,6,0,6,170,0,10,St. Bonaventure,USA,St. Bonaventure/USA
76925,"Hamilton, Dale",Dale Hamilton,f,1949,1949,HISTADD_dale_hamilton,Y,Guard,,,,,6,0,6,180,0,,Franklin,USA,Franklin (Ind.)/USA
77021,"Higgs, Kenny",Kenny Higgs,f,1978,1981,HISTADD_kenny_higgs,Y,Guard,,,,,6,0,6,180,2,1,Louisiana State,USA,Louisiana State/USA
77042,"Holland, Wilbur",Wilbur Holland,f,1975,1978,HISTADD_wilbur_holland,Y,Guard,1975,5,,,6,0,6,175,3,12,New Orleans,USA,New Orleans/USA
77083,"Hunter, Cedric",Cedric Hunter,f,1991,1991,HISTADD_cedric_hunter,Y,Forward,,,,,6,0,6,180,0,15,Kansas,USA,Kansas/USA
77095,"Ingram, Joel",Joel Ingram,f,1957,1957,HISTADD_mccoy_ingram,Y,Forward,,,,,6,0,6,210,0,22,Jackson State,USA,Jackson State/USA
77100,"Jackson, Tony",Tony Jackson,f,1980,1980,HISTADD_tony_jackson,Y,Guard,1980,4,,,6,0,6,170,0,23,Florida State,USA,Florida State/USA
77101,"Jackson, Greg",Greg Jackson,f,1974,1974,HISTADD_greg_jackson,Y,Guard,1974,5,,,6,0,6,180,0,24,Guilford,USA,Guilford/USA
77133,"Johnson, Charlie",Charlie Johnson,f,1972,1978,HISTADD_charlie_johnson,Y,Guard,1971,6,,,6,0,6,170,6,15,California,USA,California/USA
77226,"Katkaveck, Leo",Leo Katkaveck,f,1948,1949,HISTADD_leo_katkaveck,Y,Guard,1948,,,,6,0,6,185,1,,North Carolina State,USA,North Carolina State/USA
